epoch,loss,mean_squared_error,root_mean_squared_error,val_loss,val_mean_squared_error,val_root_mean_squared_error
0,38.82020568847656,4.600918691721745e-05,0.006783007178455591,41.68649673461914,0.00016452663112431765,0.012826792895793915
1,21.379024505615234,2.4423903596471064e-05,0.004942054394632578,29.37864875793457,0.00010589159501250833,0.010290363803505898
2,20.168916702270508,1.891117062768899e-05,0.004348697606474161,36.97468948364258,0.00011891328176716343,0.010904736816883087
3,21.21163558959961,2.016905818891246e-05,0.004490997176617384,27.729249954223633,8.176099800039083e-05,0.009042179211974144
4,17.11600685119629,1.5485455151065253e-05,0.003935156390070915,19.18920135498047,4.1430379496887326e-05,0.006436643656343222
5,16.005290985107422,1.2191357200208586e-05,0.003491612384095788,17.202808380126953,3.1256317015504465e-05,0.005590735003352165
6,17.21034812927246,1.2817693459510338e-05,0.0035801806952804327,22.913679122924805,6.213516462594271e-05,0.007882585749030113
7,17.38587188720703,1.2659787898883224e-05,0.0035580594558268785,16.04619789123535,3.3699725463520736e-05,0.005805146414786577
8,15.020545959472656,1.1243827430007514e-05,0.003353181527927518,25.43231964111328,4.575125785777345e-05,0.00676396768540144
9,15.082613945007324,1.0595754247333389e-05,0.0032551120966672897,13.999444007873535,2.339316051802598e-05,0.004836647305637598
10,15.285564422607422,1.0053657206299249e-05,0.003170750103890896,22.799108505249023,3.8935508200665936e-05,0.006239832378923893
11,14.072074890136719,9.479418622504454e-06,0.0030788665171712637,12.133286476135254,1.7548380128573626e-05,0.004189078696072102
12,13.279106140136719,8.544354386685882e-06,0.0029230727814137936,13.524815559387207,2.3924503693706356e-05,0.004891267977654934
13,13.31901741027832,7.956532499520108e-06,0.0028207325376570225,17.236019134521484,3.055910565308295e-05,0.005528029054403305
14,14.89643383026123,9.422240509593394e-06,0.003069566795602441,15.153390884399414,2.8344886231934652e-05,0.005323991645127535
15,13.261890411376953,7.57615634938702e-06,0.0027524817269295454,28.65021514892578,5.723499634768814e-05,0.007565381471067667
16,14.83818244934082,9.035097718879115e-06,0.0030058438424021006,12.171422958374023,1.9532404621713795e-05,0.004419547971338034
17,13.42770004272461,8.43125417304691e-06,0.0029036621563136578,14.35012435913086,2.5939640181604773e-05,0.005093097221106291
