epoch,loss,mean_squared_error,root_mean_squared_error,val_loss,val_mean_squared_error,val_root_mean_squared_error
0,57.06752014160156,0.0002228994417237118,0.014929817058146,21.53765869140625,1.525675725133624e-05,0.0039059899281710386
1,27.921220779418945,3.1981413485482335e-05,0.005655210930854082,23.75734519958496,1.6766833141446114e-05,0.0040947324596345425
2,21.462059020996094,2.135043905582279e-05,0.004620653577148914,26.623214721679688,1.861727832874749e-05,0.004314774181693792
3,17.786649703979492,1.662145041336771e-05,0.004076941404491663,20.327865600585938,1.4132219803286716e-05,0.0037592845037579536
4,17.740816116333008,1.6880527255125344e-05,0.004108591936528683,18.12722396850586,8.713783245184459e-06,0.002951911650598049
5,17.67333984375,1.597102891537361e-05,0.003996376879513264,32.56535339355469,2.148295970982872e-05,0.004634971264749765
6,15.805371284484863,1.4533856301568449e-05,0.003812329610809684,41.41529083251953,2.5840112357400358e-05,0.005083316937088966
7,17.676654815673828,1.4867784557281993e-05,0.003855876624584198,33.74238967895508,1.820668148866389e-05,0.004266928881406784
8,17.08234405517578,1.6058767869253643e-05,0.004007339011877775,255.79507446289062,0.0005794138996861875,0.024071017280220985
9,14.69027328491211,1.2537100701592863e-05,0.003540776902809739,14.852123260498047,6.6486745708971284e-06,0.0025785022880882025
10,16.133047103881836,1.2501173841883428e-05,0.003535699797794223,41.25052261352539,2.1199319235165603e-05,0.004604271613061428
11,14.628548622131348,1.2150168913649395e-05,0.003485709195956588,20.549781799316406,8.765974598645698e-06,0.0029607389587908983
12,18.607410430908203,1.4283631571743172e-05,0.0037793691735714674,41.43114471435547,2.1291694793035276e-05,0.004614292178303003
13,15.869544982910156,1.3382956240093336e-05,0.0036582720931619406,25.30121421813965,1.164109016826842e-05,0.0034119042102247477
14,15.703076362609863,1.3159927220840473e-05,0.003627661382779479,13.233552932739258,4.148055268160533e-06,0.0020366774406284094
15,14.335358619689941,1.1934610483876895e-05,0.003454650519415736,27.357393264770508,1.1646041457424872e-05,0.003412629710510373
16,14.457408905029297,1.1981434909102973e-05,0.003461421001702547,15.756793022155762,4.3575919335125946e-06,0.0020874845795333385
17,13.145309448242188,1.0327181371394545e-05,0.0032135932706296444,21.812644958496094,8.728396096557844e-06,0.002954385941848159
18,13.993789672851562,1.148766023106873e-05,0.0033893450163304806,13.861678123474121,5.543982751987642e-06,0.002354566240683198
19,14.831603050231934,1.177953072328819e-05,0.0034321320708841085,18.02385711669922,6.743513495166553e-06,0.002596827456727624
20,13.135757446289062,1.0393557204224635e-05,0.0032239039428532124,12.566457748413086,4.605602043739054e-06,0.0021460666321218014
21,12.957076072692871,1.0200581527897157e-05,0.0031938347965478897,11.715831756591797,4.213111424178351e-06,0.0020525865256786346
22,12.837185859680176,1.074957981472835e-05,0.003278655232861638,11.312596321105957,4.01572788177873e-06,0.0020039279479533434
23,12.665589332580566,1.0172429028898478e-05,0.003189424518495798,26.245080947875977,1.0755222319858149e-05,0.003279515542089939
24,12.947672843933105,9.658017006586306e-06,0.0031077349558472633,17.967802047729492,7.65103777666809e-06,0.0027660508640110493
25,16.700115203857422,1.2689188224612735e-05,0.00356218870729208,15.987520217895508,4.478667506191414e-06,0.0021162861958146095
26,13.165204048156738,1.004438763629878e-05,0.003169288160279393,11.627206802368164,4.072226602147566e-06,0.0020179757848381996
27,13.0147705078125,9.401741408510134e-06,0.0030662259086966515,11.289660453796387,4.099736543139443e-06,0.0020247807260602713
28,13.444583892822266,1.0120054867002182e-05,0.00318120326846838,11.814380645751953,4.785499641002389e-06,0.002187578473240137
29,13.12472915649414,1.0398071026429534e-05,0.0032246040645986795,14.524773597717285,4.1266252992500085e-06,0.0020314096473157406
30,12.634258270263672,9.766954462975264e-06,0.0031252126209437847,11.216573715209961,4.086189164809184e-06,0.002021432388573885
31,12.328409194946289,9.1772908490384e-06,0.003029404440894723,12.072820663452148,4.271205853001447e-06,0.002066689543426037
32,13.611982345581055,1.0221211596217472e-05,0.0031970629934221506,11.199515342712402,3.910638042725623e-06,0.001977533334866166
33,12.51436710357666,9.627160579839256e-06,0.0031027665827423334,12.483417510986328,4.490331775741652e-06,0.002119040349498391
34,12.969428062438965,9.432752449356485e-06,0.003071278566494584,16.23875617980957,4.314214947953587e-06,0.0020770689006894827
35,14.08476448059082,1.0294390449416824e-05,0.003208487294614315,21.00468635559082,8.615595106675755e-06,0.0029352332931011915
36,14.307381629943848,1.029952909448184e-05,0.0032092879991978407,21.17236328125,8.064339453994762e-06,0.002839778084307909
37,14.165812492370605,1.069587506208336e-05,0.0032704549375921488,14.685501098632812,5.434796548797749e-06,0.002331265015527606
38,13.182341575622559,9.517711987427901e-06,0.0030850789044052362,15.612404823303223,5.80228288526996e-06,0.002408792730420828
39,13.641829490661621,1.0099245628225617e-05,0.0031779310666024685,11.34595012664795,4.098391400475521e-06,0.002024448476731777
40,11.999959945678711,8.717461241758429e-06,0.002952534705400467,11.86203384399414,4.870962129643885e-06,0.0022070256527513266
41,13.039875984191895,9.047380444826558e-06,0.003007886465638876,10.941362380981445,4.102432285435498e-06,0.002025446156039834
42,12.714592933654785,9.029086868395098e-06,0.003004843834787607,11.660511016845703,3.8032551401556702e-06,0.0019501936621963978
43,12.394922256469727,9.21162063605152e-06,0.003035065019503236,13.355381965637207,3.817260676441947e-06,0.0019537811167538166
44,13.415792465209961,9.179713742923923e-06,0.0030298042111098766,13.352280616760254,3.706079723997391e-06,0.0019251180347055197
45,12.345035552978516,8.751238965487573e-06,0.0029582493007183075,11.150972366333008,3.720466565937386e-06,0.001928851124830544
46,12.29517936706543,8.773888112045825e-06,0.0029620749410241842,17.945796966552734,4.794870619662106e-06,0.0021897193510085344
47,12.19017219543457,8.883699592843186e-06,0.0029805535450577736,12.128491401672363,4.980848643754143e-06,0.0022317813709378242
