epoch,loss,mean_squared_error,root_mean_squared_error,val_loss,val_mean_squared_error,val_root_mean_squared_error
0,192.30267333984375,0.0014908128650858998,0.038611046969890594,22.105859756469727,1.227971642947523e-05,0.003504242515191436
1,40.948726654052734,7.362218457274139e-05,0.008580337278544903,16.163249969482422,6.920156465639593e-06,0.002630618866533041
2,27.707765579223633,4.217683454044163e-05,0.0064943693578243256,39.12874221801758,1.4077463674766477e-05,0.003751994576305151
3,21.386232376098633,3.175457823090255e-05,0.00563511997461319,29.560001373291016,9.569120265950914e-06,0.003093399340286851
4,20.39773941040039,3.138969259453006e-05,0.005602650344371796,28.41863441467285,9.094312190427445e-06,0.0030156776774674654
5,21.24237060546875,3.171211574226618e-05,0.005631350912153721,26.6422176361084,8.325394446728751e-06,0.0028853758703917265
6,19.63671112060547,2.9994898795848712e-05,0.005476759746670723,22.370887756347656,1.1831561096187215e-05,0.0034397034905850887
7,23.8413143157959,3.436114639043808e-05,0.005861837882548571,52.271331787109375,2.4302664314745925e-05,0.004929773509502411
8,17.95256996154785,2.8737375032505952e-05,0.005360725335776806,33.761871337890625,1.1259207894909196e-05,0.0033554742112755775
9,18.527822494506836,2.8303174985921942e-05,0.005320072639733553,39.098697662353516,1.3938094525656197e-05,0.003733375808224082
10,19.111663818359375,2.7950469302595593e-05,0.005286820232868195,48.20392608642578,1.9865890863002278e-05,0.0044571165926754475
11,18.166728973388672,2.752918044279795e-05,0.0052468255162239075,41.425079345703125,1.5300842278520577e-05,0.003911628853529692
12,19.11309242248535,2.910963121394161e-05,0.005395334213972092,16.442832946777344,6.175885118864244e-06,0.0024851327762007713
13,19.140762329101562,2.8344460588414222e-05,0.005323951598256826,15.520421981811523,7.349683073698543e-06,0.0027110299561172724
14,18.24294090270996,2.7086549380328506e-05,0.005204474087804556,16.36258316040039,7.200215804914478e-06,0.0026833217125386
15,18.785717010498047,2.7424290237831883e-05,0.005236820317804813,14.77285099029541,6.351910087687429e-06,0.002520299516618252
16,18.613718032836914,2.7840465918416157e-05,0.005276406649500132,28.24666976928711,9.61384012043709e-06,0.0031006194185465574
17,18.524385452270508,2.7400154067436233e-05,0.005234515760093927,41.663291931152344,3.271990499342792e-05,0.005720131564885378
18,18.318281173706055,2.6009141947724856e-05,0.005099915899336338,30.917402267456055,1.85328972293064e-05,0.004304985050112009
19,17.75303840637207,2.718628093134612e-05,0.005214046221226454,55.02545928955078,2.5116309188888408e-05,0.0050116172060370445
20,19.23262596130371,2.7626116207102314e-05,0.005256054922938347,23.500595092773438,7.704013114562258e-06,0.00277561042457819
21,18.054813385009766,2.7054507881985046e-05,0.00520139466971159,19.518165588378906,6.442982339649461e-06,0.0025383029133081436
22,18.67702865600586,2.6805128072737716e-05,0.005177367012947798,17.930824279785156,8.827214514894877e-06,0.002971062669530511
23,18.999805450439453,2.796893568302039e-05,0.005288566462695599,18.780357360839844,8.955216799222399e-06,0.002992526860907674
24,19.275602340698242,2.7485248210723512e-05,0.005242637358605862,31.026878356933594,1.0516859219933394e-05,0.0032429706770926714
25,17.879671096801758,2.652722287166398e-05,0.005150458309799433,16.73393440246582,5.925684490648564e-06,0.0024342727847397327
26,19.49091148376465,2.7109428629046306e-05,0.005206671543419361,14.063150405883789,5.808982677990571e-06,0.0024101831950247288
27,18.347145080566406,2.6525591238169e-05,0.005150299984961748,51.3242073059082,3.093631312367506e-05,0.005562042351812124
28,18.240633010864258,2.6035395421786234e-05,0.005102489143610001,52.81669616699219,3.400192144908942e-05,0.00583111634477973
29,18.383878707885742,2.744193989201449e-05,0.00523850554600358,27.662832260131836,1.545818304293789e-05,0.003931689541786909
30,17.094926834106445,2.5977085897466168e-05,0.0050967722199857235,31.740703582763672,1.0545310033194255e-05,0.003247354179620743
31,17.465740203857422,2.5778583221836016e-05,0.0050772614777088165,20.757837295532227,1.1132800864288583e-05,0.0033365851268172264
32,17.48868751525879,2.5498844479443505e-05,0.005049637984484434,13.775823593139648,6.405398835340748e-06,0.0025308888871222734
33,18.085494995117188,2.6448384232935496e-05,0.005142799112945795,21.178983688354492,6.639150342380162e-06,0.002576654776930809
34,17.991809844970703,2.562399095040746e-05,0.005062014330178499,21.280668258666992,6.680419573967811e-06,0.00258465064689517
35,17.526283264160156,2.6061727112391964e-05,0.0051050689071416855,15.595643043518066,8.40077245811699e-06,0.002898408565670252
36,17.985652923583984,2.663002123881597e-05,0.005160428583621979,23.775962829589844,1.3868759197066538e-05,0.003724078182131052
