epoch,loss,mean_squared_error,root_mean_squared_error,val_loss,val_mean_squared_error,val_root_mean_squared_error
0,173.84437561035156,0.0016972183948382735,0.041197311133146286,103.6776351928711,0.00010972203017445281,0.010474828071892262
1,35.83607864379883,5.5410186178050935e-05,0.007443801499903202,28.74281120300293,1.608028651389759e-05,0.004010023083537817
2,28.4350643157959,3.697780266520567e-05,0.006080937571823597,29.318878173828125,1.647089811740443e-05,0.004058435559272766
3,31.8006534576416,4.208547034068033e-05,0.006487331353127956,69.43348693847656,5.467575465445407e-05,0.007394305430352688
4,25.146404266357422,3.105592986685224e-05,0.0055727846920490265,24.690454483032227,8.178119060175959e-06,0.002859740983694792
5,25.756420135498047,3.122539783362299e-05,0.005587968975305557,19.234338760375977,6.606491297134198e-06,0.00257030944339931
6,22.69048500061035,2.826785021170508e-05,0.005316751543432474,23.566129684448242,8.153539056365844e-06,0.0028554401360452175
7,20.200519561767578,2.704508187889587e-05,0.005200488492846489,67.23027801513672,4.116664422326721e-05,0.006416123826056719
8,24.1614990234375,3.0065641112742014e-05,0.0054832142777740955,21.22025489807129,1.0087975169881247e-05,0.0031761573627591133
9,21.17513084411621,2.7205789592699148e-05,0.005215916782617569,44.367340087890625,2.010292337217834e-05,0.004483628086745739
10,23.43459701538086,2.9073604309814982e-05,0.005391994491219521,101.7279052734375,0.00010707741603255272,0.0103478217497468
11,21.889698028564453,2.8039341486874036e-05,0.005295218899846077,41.59328079223633,2.8550082788569853e-05,0.00534322764724493
12,18.808870315551758,2.5437686417717487e-05,0.005043578799813986,110.96371459960938,0.00012735940981656313,0.011285362765192986
13,21.628442764282227,2.8479362299549393e-05,0.005336605943739414,538.279052734375,0.0025137104094028473,0.05013691633939743
14,19.412874221801758,2.5523020667606033e-05,0.005052031017839909,68.9113998413086,5.4128850024426356e-05,0.0073572308756411076
15,20.734888076782227,2.769012098724488e-05,0.005262140184640884,45.502784729003906,2.884031528083142e-05,0.005370317958295345
16,18.622543334960938,2.7426076485426165e-05,0.005236991215497255,29.226791381835938,1.6328536730725318e-05,0.004040858242660761
17,19.035512924194336,2.6577996322885156e-05,0.005155385006219149,25.742462158203125,1.442363100068178e-05,0.0037978454492986202
18,18.50678062438965,2.580035652499646e-05,0.005079404916614294,138.51890563964844,0.00016530162247363478,0.012856967747211456
19,19.55600929260254,2.5801806259551086e-05,0.0050795478746294975,275.8188781738281,0.0006538155721500516,0.025569817051291466
20,19.88102149963379,2.660447353264317e-05,0.0051579526625573635,37.101837158203125,1.4850650586595293e-05,0.003853654256090522
21,20.346595764160156,2.7558582587516867e-05,0.005249626934528351,61.1277961730957,3.466596172074787e-05,0.005887780804187059
22,20.36650848388672,2.6238385544274934e-05,0.0051223416812717915,178.84603881835938,0.0002748082624748349,0.0165773406624794
23,18.71856117248535,2.6451296434970573e-05,0.005143082235008478,146.17111206054688,0.00018391635967418551,0.01356157660484314
24,18.37131690979004,2.5054963771253824e-05,0.0050054932944476604,21.638254165649414,7.694756277487613e-06,0.0027739424258470535
25,19.719175338745117,2.652303192007821e-05,0.005150051787495613,41.611202239990234,1.785252425179351e-05,0.00422522472217679
