epoch,loss,mean_squared_error,root_mean_squared_error,val_loss,val_mean_squared_error,val_root_mean_squared_error
0,40.055355072021484,8.759816410019994e-05,0.009359389543533325,32.06379699707031,1.1475480278022587e-05,0.0033875477965921164
1,25.5523681640625,3.7150541174924e-05,0.0060951244086027145,15.247467041015625,6.0969455262238625e-06,0.0024691992439329624
2,26.51231575012207,3.889227446052246e-05,0.006236366927623749,14.837577819824219,7.557115623058053e-06,0.0027490206994116306
3,24.927406311035156,3.924002521671355e-05,0.0062641859985888,20.46137046813965,6.850335466879187e-06,0.0026173144578933716
4,25.48809051513672,3.8340291212080047e-05,0.0061919535510241985,18.292633056640625,6.312282494036481e-06,0.0025124256499111652
5,23.41438102722168,3.6800309317186475e-05,0.006066325586289167,31.802093505859375,1.1309279216220602e-05,0.003362927120178938
6,21.66395378112793,3.381657006684691e-05,0.0058152019046247005,13.979887008666992,6.663897693215404e-06,0.0025814527180045843
7,23.226030349731445,3.655322507256642e-05,0.006045926362276077,34.093544006347656,1.2539829185698181e-05,0.0035411620046943426
8,20.956911087036133,3.396025931579061e-05,0.00582754286006093,14.031885147094727,6.514612778119044e-06,0.0025523738004267216
9,20.635650634765625,3.2436051697004586e-05,0.005695265717804432,23.67946434020996,7.802360414643772e-06,0.002793270396068692
10,21.2896671295166,3.4364144084975123e-05,0.005862093530595303,14.102457046508789,6.834820396761643e-06,0.0026143488939851522
11,20.848276138305664,3.401550929993391e-05,0.005832281429320574,21.328651428222656,7.105658369255252e-06,0.00266564404591918
12,20.49854278564453,3.350257975398563e-05,0.005788140930235386,14.715612411499023,7.336529961321503e-06,0.0027086029294878244
13,20.878549575805664,3.370238846400753e-05,0.00580537598580122,17.09406852722168,6.08090294917929e-06,0.0024659486953169107
14,19.712587356567383,3.269220542279072e-05,0.00571770966053009,15.400924682617188,7.929009370855056e-06,0.0028158496133983135
15,19.54313850402832,3.223037128918804e-05,0.005677179899066687,28.67286491394043,9.793112440092955e-06,0.0031293947249650955
16,21.788211822509766,3.435651524341665e-05,0.005861443001776934,13.966243743896484,6.262530860112747e-06,0.0025025049690157175
17,20.422161102294922,3.2543979614274576e-05,0.0057047330774366856,19.43316078186035,6.5307776822010055e-06,0.0025555386673659086
18,19.832439422607422,3.132715937681496e-05,0.005597067065536976,24.30448341369629,7.986532182258088e-06,0.0028260452672839165
19,19.608678817749023,3.2530908356420696e-05,0.005703587085008621,14.018983840942383,6.460493295890046e-06,0.002541749970987439
20,20.10000991821289,3.1882431358098984e-05,0.0056464532390236855,14.000594139099121,6.240505172172561e-06,0.0024981002788990736
21,20.811128616333008,3.401760113774799e-05,0.005832460708916187,16.14405059814453,5.984476956655271e-06,0.0024463189765810966
22,20.63585662841797,3.322141492390074e-05,0.005763802211731672,24.453210830688477,8.066789632721338e-06,0.0028402095194905996
23,19.207813262939453,3.0665552912978455e-05,0.005537648685276508,15.13175106048584,5.979411525913747e-06,0.002445283578708768
24,20.416894912719727,3.192985604982823e-05,0.005650651175528765,28.12066650390625,9.450158358959015e-06,0.0030741109512746334
25,19.323528289794922,3.115341314696707e-05,0.005581524223089218,15.879182815551758,8.082512977125589e-06,0.002842976013198495
26,19.588178634643555,3.056446075788699e-05,0.005528513342142105,13.984145164489746,6.5906974668905605e-06,0.002567235380411148
27,18.903610229492188,3.1033869163366035e-05,0.005570805165916681,14.030731201171875,6.6970787884201854e-06,0.002587871393188834
28,19.00155258178711,3.1294592190533876e-05,0.00559415714815259,22.937171936035156,7.617004939675098e-06,0.0027598922606557608
29,19.107669830322266,3.162729262840003e-05,0.005623814649879932,14.083223342895508,6.456185019487748e-06,0.0025409022346138954
