epoch,loss,mean_squared_error,root_mean_squared_error,val_loss,val_mean_squared_error,val_root_mean_squared_error
0,28.536815643310547,5.6919911003205925e-05,0.007544528227299452,13.749683380126953,4.9760410547605716e-06,0.002230704063549638
1,16.25177001953125,2.0973153368686326e-05,0.004579645581543446,12.578049659729004,4.640518454834819e-06,0.0021541861351579428
2,15.48829460144043,1.8287335478817113e-05,0.004276369232684374,11.707459449768066,4.790085313288728e-06,0.0021886262111365795
3,15.433768272399902,1.602013253432233e-05,0.004002515692263842,12.013733863830566,5.160305590834469e-06,0.0022716305684298277
4,14.373329162597656,1.4746285160072148e-05,0.00384008907712996,11.559891700744629,4.322976110415766e-06,0.002079176716506481
5,13.9229154586792,1.3202357877162285e-05,0.003633504966273904,11.29751205444336,4.408099812280852e-06,0.0020995475351810455
6,13.224278450012207,1.2660204447456636e-05,0.0035581181291490793,13.431923866271973,4.180507403361844e-06,0.0020446288399398327
7,13.81163215637207,1.2670986507146154e-05,0.0035596329253166914,11.1936674118042,4.377671757538337e-06,0.002092288574203849
8,13.44407844543457,1.224914285558043e-05,0.003499877406284213,12.730586051940918,4.025003363494761e-06,0.0020062411203980446
9,13.702423095703125,1.2315661479078699e-05,0.003509367583319545,14.420265197753906,4.224363692628685e-06,0.0020553257782012224
10,13.356170654296875,1.147871353168739e-05,0.003388024866580963,11.195191383361816,4.398052169563016e-06,0.002097153337672353
11,12.89583683013916,1.1330515917507e-05,0.003366083139553666,11.174481391906738,4.320820607972564e-06,0.0020786584354937077
12,12.890861511230469,1.0226131053059362e-05,0.003197832265868783,12.901894569396973,3.915784873242956e-06,0.0019788341596722603
13,12.912474632263184,1.1585305401240475e-05,0.0034037192817777395,11.967392921447754,4.759166586154606e-06,0.002181551419198513
14,12.595870971679688,9.65644449024694e-06,0.0031074818689376116,11.406560897827148,4.505315700953361e-06,0.0021225728560239077
15,13.010133743286133,1.1103308679594193e-05,0.003332162741571665,12.030816078186035,3.7675936255254783e-06,0.0019410289824008942
16,11.988015174865723,1.021620846586302e-05,0.00319628044962883,12.20773983001709,4.82368750454043e-06,0.002196289598941803
17,12.8440523147583,1.0375156307418365e-05,0.0032210489735007286,11.98206615447998,3.7152162803977262e-06,0.001927489647641778
18,12.350889205932617,1.0176068826694973e-05,0.00318999495357275,11.118709564208984,4.277318566892063e-06,0.002068168018013239
19,13.074950218200684,1.0505932550586294e-05,0.0032412856817245483,10.781318664550781,3.7375350530055584e-06,0.00193327059969306
20,13.015278816223145,9.827946087170858e-06,0.003134955419227481,12.077301025390625,4.735067250294378e-06,0.0021760209929198027
21,12.855293273925781,9.849342859524768e-06,0.0031383661553263664,11.383787155151367,4.390666163089918e-06,0.002095391508191824
22,12.362009048461914,9.981201401387807e-06,0.003159303916618228,11.467414855957031,3.6095295854465803e-06,0.0018998761661350727
23,12.159992218017578,9.548184607410803e-06,0.00309001374989748,11.16728687286377,4.20981768911588e-06,0.0020517839584499598
24,12.181020736694336,9.048454558069352e-06,0.003008064813911915,10.552896499633789,3.780907718464732e-06,0.00194445566739887
25,12.448426246643066,9.192743164021522e-06,0.003031953703612089,10.537141799926758,3.696257635965594e-06,0.0019225653959438205
26,12.385488510131836,9.284925909014419e-06,0.0030471174977719784,12.815803527832031,3.677685754155391e-06,0.001917729270644486
27,13.06233024597168,9.566093467583414e-06,0.003092910163104534,10.7708101272583,3.995363840658683e-06,0.0019988405983895063
28,11.942846298217773,8.839424481266178e-06,0.002973116934299469,11.160334587097168,4.180642008577706e-06,0.002044661669060588
29,12.124347686767578,9.008435881696641e-06,0.0030014056246727705,12.003311157226562,4.595357950165635e-06,0.0021436784882098436
30,11.889321327209473,8.751416316954419e-06,0.002958279335871339,10.477099418640137,3.6631536204367876e-06,0.001913936692290008
31,11.96123218536377,8.566083124605939e-06,0.0029267871286720037,10.627799987792969,3.883637418766739e-06,0.0019706946332007647
32,12.18692684173584,8.877937034412753e-06,0.002979586599394679,10.630484580993652,3.5191515053156763e-06,0.0018759401282295585
33,12.054606437683105,8.593116945121437e-06,0.0029314018320292234,10.857711791992188,3.4690210668486543e-06,0.001862530829384923
34,11.955770492553711,9.040597433340736e-06,0.0030067586340010166,13.12185001373291,3.6550554796122015e-06,0.001911819912493229
35,11.879722595214844,8.35962600831408e-06,0.002891301643103361,10.452729225158691,3.6732765238411957e-06,0.0019165793200954795
36,11.627257347106934,8.60414729686454e-06,0.0029332826379686594,10.815669059753418,3.92710899177473e-06,0.0019816935528069735
37,11.984967231750488,8.866600182955153e-06,0.002977683674544096,11.893187522888184,3.456294734860421e-06,0.0018591112457215786
38,11.785598754882812,8.296889973280486e-06,0.002880432177335024,10.70051383972168,3.907913196599111e-06,0.0019768441561609507
39,12.321359634399414,8.718013305042405e-06,0.002952628070488572,12.969375610351562,4.953802999807522e-06,0.002225714037194848
40,12.750866889953613,9.207237781083677e-06,0.003034343011677265,11.478825569152832,4.287981028028298e-06,0.0020707440562546253
